Grid,Year,Rx1day,Rx5day,R5mm,R10mm,R20mm,R50mm,CDD,CWD,R95p,R99p,SDII
89,2008,75.5605904906904,199.914392626031,77,43,21,2,78,13,222.994389726724,75.5605904906904,13.4210981006356
89,2009,57.858375535823,144.044552264727,61,46,20,2,83,9,204.699890099813,0,15.2017679598275
89,2010,69.3396615810092,193.648867600368,82,62,25,2,59,10,347.762062622696,0,14.7722774512592
89,2011,55.5722808649598,177.831300240246,94,60,29,3,64,21,414.497288524098,0,15.6516009633025
89,2012,160.231276479551,230.902784805124,70,55,26,2,75,18,472.662097766874,256.794414312189,20.2310924538695
89,2013,40.3688429539083,100.49205522992,66,31,12,0,50,7,120.505946308465,0,10.9448834548428
89,2014,70.9956410240326,192.09932609985,90,56,26,6,78,14,493.013668439688,70.9956410240326,14.7335587631983
89,2015,57.9307795449905,195.714433194634,90,65,22,4,53,9,302.747825977259,0,15.2854342642307
89,2016,36.9738631878601,116.179849617318,47,24,9,0,66,15,0,0,10.2693925129379
89,2017,48.4762904254681,138.616911316277,74,43,15,0,30,11,127.471549584784,0,11.1292114492716
89,2018,43.7546645514354,126.792442151802,88,35,11,0,50,17,84.6917093913331,0,9.39807308674773
89,2019,69.1048704553407,207.314601900758,71,48,23,2,55,11,247.749820542525,0,13.3983649434182
89,2020,69.207358227777,164.945268092525,69,39,14,2,37,8,169.89938398144,0,10.8295093538486
89,2021,55.21590842649,202.004460633044,82,54,29,3,33,16,241.733614770683,0,13.2763499194905
89,2022,57.7468400229428,97.8399209312155,77,49,13,1,48,12,184.092862475487,0,11.472636449316
89,2023,63.6822418898918,152.120282689174,78,55,21,3,49,11,400.29257371029,0,15.2497001382262
89,2024,49.5389503276116,213.642036061488,68,40,11,0,49,11,186.529487442467,0,12.0054860635953
9,1981,91.1752110357659,207.142624078369,114,93,54,15,31,16,412.768828457194,0,23.8956639805263
9,1982,83.4144175619126,229.965871225204,121,106,62,7,43,16,83.4144175619126,0,24.3170784024783
9,1983,120.679989432754,144.815986265462,76,58,33,4,42,10,381.012835860018,227.569630241594,22.950796415596
9,1984,101.08910693212,206.918331400892,167,128,54,5,19,33,330.741364864789,101.08910693212,18.3386463838237
9,1985,116.443733451263,209.500148958813,116,108,61,9,18,16,601.283138058189,223.926161239003,26.9260690024413
9,1986,78.7546703473205,194.360566586432,104,86,51,7,24,8,285.99636309329,0,23.417062507003
9,1987,71.5677779226808,128.343778718459,96,82,47,8,26,8,71.5677779226808,0,20.6102052926633
9,1988,131.786504230828,192.261083722129,97,86,49,14,28,6,863.57088318061,496.534929408731,26.8821369107409
9,1989,95.8115218243601,259.922167823656,93,83,48,9,32,8,350.256805869497,0,26.6927107343251
9,1990,122.748647374154,310.782499176837,106,96,66,17,34,11,1114.18313285113,463.942952256309,32.2312922311322
9,1991,258.301830722485,325.190385348517,101,81,53,10,26,7,791.417797406477,258.301830722485,27.2972888185825
9,1992,140.160397517392,282.025654601476,89,80,56,16,28,10,800.013415153863,279.546947201048,30.9631523295477
9,1993,142.279297448515,213.418945118928,105,94,66,13,28,10,736.258060606672,142.279297448515,29.1275359959937
9,1994,112.537736220674,227.769589672239,89,84,57,13,22,8,705.111020947964,225.075472441348,31.8213095342417
9,1995,124.503665676931,318.525025327149,111,88,48,14,28,16,910.734352549359,243.379754275324,26.1547247429527
9,1996,154.26235186194,231.268176267969,95,90,55,17,31,6,739.520797023064,267.734805129379,31.7682392746737
9,1997,103.601834508997,303.75740861674,112,107,77,24,44,17,1002.96549055181,306.77676303417,34.2148500457399
9,1998,112.749411229709,240.840091511969,120,96,57,13,24,9,477.538763474479,112.749411229709,24.2307174218693
9,1999,90.2550581064198,252.466326102463,138,130,62,13,30,16,289.244031655061,0,23.748371251552
9,2000,165.576289410452,165.576289410452,143,112,68,10,24,6,368.77547741341,165.576289410452,22.7782523739151
9,2001,100.642203511423,198.084289988296,137,120,57,5,30,10,320.131280971231,0,20.7846624338878
9,2002,102.114739059187,256.50617832134,147,113,46,7,27,31,278.293421413203,102.114739059187,19.2034519914164
9,2003,118.618734742069,216.682424495,130,111,64,9,34,12,537.783650394118,232.409332829171,23.2917878734154
9,2004,108.135167924382,297.371710211286,150,120,57,11,19,18,286.791242482116,216.270335848765,22.2795926963584
9,2005,92.0787817373556,179.669573784377,136,117,67,7,18,9,331.075553398171,0,23.4736946110287
9,2006,86.9669925610721,224.549516002988,167,137,78,13,22,40,390.454742644571,0,23.5859715637136
9,2007,166.554087580235,232.276919498816,153,121,57,13,15,14,688.970725632343,376.734514660661,23.1668303114733
